0.27657E+01 0.12500E-01 0.00000E+01 72113 0 0 9191 0.33230E+04 0.00000E+01 0.27657E+01 0.00000E+01 0.00000E+01 0
1 2.6765 0.1268 1.4981 23.099 2.6765
2 2.7651 0.069897 1.1305 20.198 2.7651
3 2.7475 0.043834 1.009 11.034 2.7475
4 2.7934 0.070649 1.1311 23.221 2.7934
5 2.7627 0.05735 1.3129 148.07 2.7627
6 2.7497 0.029826 0.9702 12.553 2.7497
7 2.7541 0.12564 1.4426 26.847 2.7541
8 2.8535 0.07402 1.1601 16.259 2.8535
9 2.7232 0.044227 1.0272 9.1378 2.7232
10 2.7949 0.13442 1.521 23.071 2.7949
11 2.7231 0.069067 1.1343 12.329 2.7231
12 2.7517 0.044426 1.0211 12.285 2.7517
13 2.7893 0.13378 1.5167 21.88 2.7893
14 2.6997 0.068706 1.1381 13.141 2.6997
15 2.7476 0.044248 1.0185 13.023 2.7476
16 2.8388 0.071579 1.1276 13.57 2.8388
17 2.7932 0.044716 1.0125 15.353 2.7932
18 2.7777 0.030216 0.97294 21.737 2.7777
19 2.7194 0.12858 1.4952 20.382 2.7194
20 2.7818 0.070332 1.1307 13.002 2.7818
21 2.8597 0.046608 1.0308 22.764 2.8597
22 2.9456 0.14337 1.5391 26.767 2.9456
23 2.8133 0.070551 1.1215 9.8584 2.8133
24 2.7174 0.043903 1.0218 27.357 2.7174
