0.34729E-02 0.19984E-04 0.00000E+01 375069 0 0 18163 0.52300E+07 0.00000E+01 0.34729E-02 0.00000E+01 0.00000E+01 0
1 0.0037009 0.00043 11.619 1.9136 0.0037009
2 0.0034523 7.838e-05 3.2108 0.2596 0.0034523
3 0.0034611 2.8437e-05 1.6432 0.10576 0.0034611
4 0.0034436 0.00044351 12.879 2.7315 0.0034436
5 0.0035045 9.1773e-05 3.7034 0.51644 0.0035045
6 0.0034887 2.996e-05 1.7175 0.1603 0.0034887
7 0.0024595 0.0002553 10.38 1.2242 0.0024595
8 0.0033515 8.2305e-05 3.473 0.34766 0.0033515
9 0.0034716 3.0447e-05 1.7541 0.10278 0.0034716
10 0.003693 0.00051876 14.047 2.8188 0.003693
11 0.0034501 9.0417e-05 3.7062 0.72411 0.0034501
12 0.0034837 3.0643e-05 1.7593 0.11814 0.0034837
13 0.0041423 0.00057717 13.933 2.6031 0.0041423
14 0.0035557 8.7363e-05 3.4747 0.66777 0.0035557
15 0.0034706 2.7586e-05 1.5897 0.086957 0.0034706
