0.65766E-02 0.19895E-04 0.00000E+01 750159 0 0 33801 0.51400E+07 0.00000E+01 0.65766E-02 0.00000E+01 0.00000E+01 0
1 0.0063829 0.0007152 11.205 3.7685 0.0063829
2 0.0067844 0.00015467 3.2241 0.676 0.0067844
3 0.0065297 5.3675e-05 1.644 0.14327 0.0065297
4 0.0083469 0.0013908 16.663 9.8882 0.0083469
5 0.0065116 0.00017108 3.7157 0.87491 0.0065116
6 0.0066053 5.7548e-05 1.7425 0.20587 0.0066053
7 0.0081663 0.001084 13.275 7.7981 0.0081663
8 0.0067282 0.00015262 3.208 0.4625 0.0067282
9 0.0065875 5.3058e-05 1.6109 0.21504 0.0065875
10 0.0058047 0.00056263 9.6927 2.9715 0.0058047
11 0.0065562 0.00016092 3.4712 0.85674 0.0065562
12 0.0065661 5.8646e-05 1.7863 0.21134 0.0065661
13 0.0074438 0.0011237 15.096 5.6696 0.0074438
14 0.0064499 0.00017261 3.7847 1.1711 0.0064499
15 0.0066018 6.0414e-05 1.8302 0.30219 0.0066018
16 0.0064571 0.00078287 12.124 3.5345 0.0064571
17 0.0065249 0.00015883 3.4426 0.6389 0.0065249
18 0.0064775 5.671e-05 1.751 0.23074 0.0064775
19 0.00557 0.00052665 9.4552 1.5166 0.00557
20 0.0065668 0.00020097 4.328 1.1561 0.0065668
21 0.0066134 6.2786e-05 1.8988 0.31563 0.0066134
22 0.0072843 0.0010252 14.074 7.0635 0.0072843
23 0.0064792 0.00016002 3.4927 0.74812 0.0064792
24 0.0066626 6.0039e-05 1.8023 0.24334 0.0066626
25 0.0059094 0.00068036 11.513 3.4902 0.0059094
26 0.0069129 0.00016854 3.448 0.80914 0.0069129
27 0.006519 5.4597e-05 1.675 0.21405 0.006519
28 0.0078194 0.0019629 25.103 18.099 0.0078194
29 0.0066303 0.00016478 3.5147 0.48095 0.0066303
30 0.0065582 5.6625e-05 1.7269 0.17111 0.0065582
