0.55670E-02 0.17186E-04 0.00000E+01 900171 0 0 41350 0.74280E+07 0.00000E+01 0.55670E-02 0.00000E+01 0.00000E+01 0
1 0.0059758 0.000697 11.664 3.1443 0.0059758
2 0.0056182 0.000126 3.1717 0.40953 0.0056182
3 0.0055323 4.5134e-05 1.6316 0.18258 0.0055323
4 0.0054361 0.00065988 12.139 4.4554 0.0054361
5 0.0056819 0.00015271 3.801 0.91814 0.0056819
6 0.0055934 4.7965e-05 1.7151 0.16255 0.0055934
7 0.0043805 0.00046701 10.661 1.6672 0.0043805
8 0.0055045 0.00013265 3.408 0.40625 0.0055045
9 0.0055707 4.7561e-05 1.7075 0.19537 0.0055707
10 0.0058618 0.0008031 13.701 4.1765 0.0058618
11 0.0054327 0.00014013 3.6479 1.1389 0.0054327
12 0.0056538 5.0086e-05 1.7718 0.19354 0.0056538
13 0.0069104 0.000945 13.675 4.2207 0.0069104
14 0.0057083 0.00013444 3.3308 0.52958 0.0057083
15 0.0055574 4.4487e-05 1.601 0.13368 0.0055574
16 0.0056569 0.00081638 14.432 6.1429 0.0056569
17 0.0054567 0.00013449 3.4856 0.68997 0.0054567
18 0.0055669 4.9255e-05 1.7695 0.19729 0.0055669
19 0.005689 0.00089262 15.69 6.2762 0.005689
20 0.0055694 0.00012938 3.2853 0.47294 0.0055694
21 0.0056045 4.7042e-05 1.6787 0.19788 0.0056045
22 0.0045101 0.00044152 9.7894 2.0226 0.0045101
23 0.0053965 0.00014025 3.6754 0.43773 0.0053965
24 0.0056308 4.9942e-05 1.7739 0.17362 0.0056308
25 0.006372 0.00093823 14.724 6.7828 0.006372
26 0.0055574 0.00013418 3.4146 0.71686 0.0055574
27 0.0055671 4.7206e-05 1.6959 0.20817 0.0055671
28 0.006438 0.00094586 14.692 7.173 0.006438
29 0.0054942 0.00013788 3.549 0.67843 0.0054942
30 0.0055258 4.8143e-05 1.7425 0.14882 0.0055258
31 0.0055328 0.00076752 13.872 5.5271 0.0055328
32 0.0056849 0.00014762 3.6723 0.68684 0.0056849
33 0.0055324 4.687e-05 1.6944 0.17632 0.0055324
34 0.0042605 0.00049736 11.674 3.0442 0.0042605
35 0.0054523 0.00015689 4.0693 0.79777 0.0054523
36 0.0055123 5.0372e-05 1.8276 0.20305 0.0055123
