0.16441E+00 0.49738E-03 0.00000E+01 750159 0 0 33801 0.20570E+06 0.00000E+01 0.16441E+00 0.00000E+01 0.00000E+01 0
1 0.15957 0.01788 11.205 94.212 0.15957
2 0.16961 0.0038667 3.2241 16.9 0.16961
3 0.16324 0.0013419 1.644 3.5818 0.16324
4 0.20867 0.03477 16.663 247.21 0.20867
5 0.16279 0.0042771 3.7157 21.873 0.16279
6 0.16513 0.0014387 1.7425 5.1467 0.16513
7 0.20416 0.027101 13.275 194.95 0.20416
8 0.16821 0.0038156 3.208 11.562 0.16821
9 0.16469 0.0013264 1.6109 5.3759 0.16469
10 0.14512 0.014066 9.6927 74.287 0.14512
11 0.1639 0.0040231 3.4712 21.418 0.1639
12 0.16415 0.0014661 1.7863 5.2835 0.16415
13 0.18609 0.028093 15.096 141.74 0.18609
14 0.16125 0.0043153 3.7847 29.278 0.16125
15 0.16504 0.0015103 1.8302 7.5549 0.16504
16 0.16143 0.019572 12.124 88.362 0.16143
17 0.16312 0.0039709 3.4426 15.972 0.16312
18 0.16194 0.0014178 1.751 5.7686 0.16194
19 0.13925 0.013166 9.4552 37.914 0.13925
20 0.16417 0.0050242 4.328 28.902 0.16417
21 0.16533 0.0015696 1.8988 7.8909 0.16533
22 0.18211 0.02563 14.074 176.59 0.18211
23 0.16198 0.0040004 3.4927 18.703 0.16198
24 0.16657 0.001501 1.8023 6.0834 0.16657
25 0.14774 0.017009 11.513 87.255 0.14774
26 0.17282 0.0042136 3.448 20.229 0.17282
27 0.16298 0.0013649 1.675 5.3512 0.16298
28 0.19549 0.049072 25.103 452.48 0.19549
29 0.16576 0.0041194 3.5147 12.024 0.16576
30 0.16395 0.0014156 1.7269 4.2777 0.16395
